person_id,FullDateUSA,min_reg_id,total_platelet_donations
51730289,07/02/2018,108530633,3
51731360,07/02/2018,108530394,2
51439560,07/02/2018,108531831,2
50588627,07/02/2018,108531069,2
50602864,07/02/2018,108530535,3
51091772,07/02/2018,108530925,2
1098033,07/02/2018,108531830,3
973606,07/02/2018,108530881,4
133908,07/02/2018,108530432,2
1673777,07/02/2018,108531832,1
1630123,07/02/2018,108530951,3
50261063,07/02/2018,108533276,1
50326259,07/02/2018,108530915,3
2185729,07/03/2018,108534261,2
225673,07/03/2018,108534476,3
724142,07/03/2018,108534104,2
766943,07/03/2018,108534661,2
571003,07/03/2018,108534107,2
1006380,07/03/2018,108534886,1
51361745,07/03/2018,108533669,1
50412830,07/03/2018,108534815,1
50520206,07/03/2018,108534299,1
51710902,07/03/2018,108533792,1
51751565,07/03/2018,108533813,1
51718605,07/03/2018,108534023,2
51794030,07/03/2018,108533668,3
51821039,07/03/2018,108534473,3
51823977,07/03/2018,108534554,3
51803856,07/03/2018,108533911,2
51848846,07/03/2018,108534540,3
51856854,07/03/2018,108534919,2
51863151,07/03/2018,108534837,1
51873884,07/03/2018,108533701,1
52376177,07/03/2018,108533678,2
52489152,07/03/2018,108536663,1
52558875,07/03/2018,108533674,3
52702386,07/03/2018,108533733,2
52907648,07/03/2018,108533999,1
52910070,07/03/2018,108533851,1
52950986,07/03/2018,108534160,3
52978676,07/03/2018,108534050,2
53115920,07/03/2018,108533787,3
53113129,07/03/2018,108533855,1
107390,07/03/2018,108534020,1
862106,07/03/2018,108534812,1
148277,07/03/2018,108533709,2
421609,07/03/2018,108534402,3
949021,07/03/2018,108534236,3
1254893,07/03/2018,108534830,1
2038571,07/03/2018,108533927,4
1657936,07/03/2018,108533680,1
2302581,07/03/2018,108534103,3
51115365,07/03/2018,108534620,4
51208873,07/03/2018,108533983,2
50359820,07/03/2018,108534813,1
50832414,07/03/2018,108533670,1
51829121,07/03/2018,108534351,2
51806184,07/03/2018,108534436,1
51850465,07/03/2018,108534208,1
51862381,07/03/2018,108534273,2
51870435,07/03/2018,108533955,4
51874947,07/03/2018,108533992,4
51897804,07/03/2018,108534035,2
51920387,07/03/2018,108533919,2
51938380,07/03/2018,108533667,4
51953281,07/03/2018,108533890,3
52290078,07/03/2018,108533959,2
52318538,07/03/2018,108534192,4
52728019,07/03/2018,108534070,2
52870634,07/03/2018,108533812,2
52866583,07/03/2018,108534040,2
52952265,07/03/2018,108533675,2
52906811,07/03/2018,108534615,2
53076614,07/03/2018,108533671,3
53081255,07/03/2018,108533824,2
53194581,07/03/2018,108534378,4
53198243,07/03/2018,108533818,3
53122258,07/03/2018,108534125,2
53083425,07/03/2018,108533868,2
457474,07/03/2018,108534110,2
1700478,07/03/2018,108536198,1
1809212,07/03/2018,108535088,3
51645000,07/03/2018,108533727,1
51769624,07/03/2018,108534597,2
51801255,07/03/2018,108533892,2
51931679,07/03/2018,108534870,5
52147596,07/03/2018,108534122,1
52236992,07/03/2018,108534693,1
52502384,07/03/2018,108533898,4
52551495,07/03/2018,108533761,3
52684807,07/03/2018,108533735,3
53075540,07/03/2018,108534283,4
52934870,07/03/2018,108533951,2
52982627,07/03/2018,108534051,1
53028610,07/03/2018,108533822,1
52985919,07/03/2018,108534472,1
52987437,07/03/2018,108534364,2
53025550,07/03/2018,108533886,1
52941061,07/03/2018,108533756,2
52943140,07/03/2018,108533716,3
53100281,07/03/2018,108533672,1
53199017,07/03/2018,108534184,3
53185599,07/03/2018,108534231,3
492065,07/03/2018,108534992,2
314043,07/03/2018,108534788,1
1801333,07/03/2018,108536554,1
1928935,07/03/2018,108534478,1
2190118,07/03/2018,108536661,1
2134800,07/03/2018,108534101,1
50999546,07/03/2018,108535054,3
51005093,07/03/2018,108533943,2
51689922,07/03/2018,108533732,3
51832025,07/03/2018,108534303,2
51834050,07/03/2018,108533940,3
51905579,07/03/2018,108534280,2
51883549,07/03/2018,108533954,2
51931935,07/03/2018,108533673,3
51941392,07/03/2018,108534357,1
51959224,07/03/2018,108534265,2
52633055,07/03/2018,108534149,1
52678113,07/03/2018,108533687,3
52681269,07/03/2018,108533681,3
53624791,07/03/2018,108534014,3
53407696,07/03/2018,108534651,1
53244027,07/03/2018,108534510,2
53035355,07/03/2018,108533743,3
53086915,07/03/2018,108533869,1
52953267,07/03/2018,108534198,1
52951796,07/03/2018,108534185,2
52956707,07/03/2018,108533744,4
52965735,07/03/2018,108534306,1
52982412,07/03/2018,108534431,3
53169986,07/03/2018,108533745,1
53462050,07/03/2018,108534329,2
53647359,07/03/2018,108534817,1
53876603,07/03/2018,108533780,1
54127507,07/03/2018,108533922,3
54124348,07/03/2018,108533768,1
54207894,07/03/2018,108534581,1
54209284,07/03/2018,108534252,3
54158107,07/03/2018,108533862,1
54402813,07/03/2018,108533759,2
54438744,07/03/2018,108533952,3
54525565,07/03/2018,108534321,2
55067319,07/03/2018,108536551,1
55067352,07/03/2018,108536660,1
53583037,07/03/2018,108533665,1
53758878,07/03/2018,108533929,2
53788251,07/03/2018,108534067,1
54119809,07/03/2018,108534874,1
54077759,07/03/2018,108534289,3
54214190,07/03/2018,108534086,1
54742122,07/03/2018,108534686,2
54856393,07/03/2018,108534520,3
55066803,07/03/2018,108534818,1
55066810,07/03/2018,108534885,1
53437095,07/03/2018,108533740,1
53589454,07/03/2018,108534443,1
53580055,07/03/2018,108534652,5
53883317,07/03/2018,108534013,1
53999853,07/03/2018,108533945,5
53752670,07/03/2018,108533651,3
54084764,07/03/2018,108533649,3
54100808,07/03/2018,108533766,3
54121655,07/03/2018,108534269,3
54150835,07/03/2018,108534018,1
54190345,07/03/2018,108533652,3
54296660,07/03/2018,108533962,1
54560891,07/03/2018,108534359,2
54832571,07/03/2018,108534454,1
55066804,07/03/2018,108534819,1
53816230,07/03/2018,108534072,3
55059970,07/03/2018,108536197,1
55067177,07/03/2018,108536196,1
55067358,07/03/2018,108536669,2
54933124,07/03/2018,108534356,1
54942067,07/03/2018,108534816,2
54997017,07/03/2018,108534202,1
53836939,07/03/2018,108533682,2
53803430,07/03/2018,108533914,2
53879954,07/03/2018,108534411,3
54126783,07/03/2018,108533734,2
54131510,07/03/2018,108533654,2
54237904,07/03/2018,108533650,2
54272933,07/03/2018,108533928,1
54210208,07/03/2018,108534917,1
54119647,07/03/2018,108533661,1
54155576,07/03/2018,108533656,3
54662149,07/03/2018,108536552,1
54901504,07/03/2018,108533752,2
54815017,07/03/2018,108533685,1
54535202,07/03/2018,108533805,1
54566019,07/03/2018,108534094,2
54455902,07/04/2018,108538588,1
54531690,07/04/2018,108537214,1
54490961,07/04/2018,108536954,1
54324690,07/04/2018,108537239,1
54854275,07/04/2018,108539521,1
54914973,07/04/2018,108537007,1
54923951,07/04/2018,108536977,2
54142790,07/04/2018,108537064,2
54107447,07/04/2018,108536721,4
54644164,07/04/2018,108537088,1
55067906,07/04/2018,108538690,1
54845005,07/04/2018,108536859,1
54847218,07/04/2018,108539517,1
55025883,07/04/2018,108537093,1
55050299,07/04/2018,108537123,3
54666774,07/04/2018,108536750,1
54403543,07/04/2018,108537102,1
54251052,07/04/2018,108536683,3
54196593,07/04/2018,108536914,3
54133723,07/04/2018,108537107,3
54109857,07/04/2018,108537077,2
53730649,07/04/2018,108537138,2
53225617,07/04/2018,108536776,6
53325475,07/04/2018,108537259,2
54879848,07/04/2018,108536998,1
54890603,07/04/2018,108537073,2
54146583,07/04/2018,108537144,2
54163786,07/04/2018,108536946,2
54184751,07/04/2018,108537104,1
54398973,07/04/2018,108537046,1
54419829,07/04/2018,108536908,1
54094223,07/04/2018,108537106,2
54129787,07/04/2018,108536929,2
54144400,07/04/2018,108536737,1
53988006,07/04/2018,108537209,5
54910570,07/04/2018,108536904,1
50727428,07/07/2018,108545199,2
50953732,07/07/2018,108545245,1
50557519,07/07/2018,108545529,2
2414871,07/07/2018,108545837,1
2169672,07/07/2018,108545173,2
2023942,07/07/2018,108545898,2
1407868,07/07/2018,108545093,2
1451922,07/07/2018,108545771,2
1076253,07/07/2018,108545407,1
441945,07/07/2018,108545094,2
52983597,07/07/2018,108545751,3
53115041,07/07/2018,108545174,2
53080111,07/07/2018,108545357,2
52953148,07/07/2018,108545172,2
52953549,07/07/2018,108545224,2
52740667,07/07/2018,108545179,3
52798209,07/07/2018,108545854,1
52806030,07/07/2018,108545733,1
52729384,07/07/2018,108545861,3
52576315,07/07/2018,108545813,2
52592210,07/07/2018,108545216,2
52595736,07/07/2018,108545632,2
52426858,07/07/2018,108545736,2
51978075,07/07/2018,108545804,2
51850511,07/07/2018,108545353,1
51871117,07/07/2018,108545867,3
51885775,07/07/2018,108545366,2
51892441,07/07/2018,108545790,2
51839864,07/07/2018,108545231,3
51845681,07/07/2018,108545192,1
51790578,07/07/2018,108545101,3
51736496,07/07/2018,108545193,2
51722962,07/07/2018,108545233,2
51692241,07/07/2018,108545220,1
51703806,07/07/2018,108545789,2
51145513,07/07/2018,108545169,2
2403602,07/07/2018,108545459,1
1102651,07/07/2018,108545706,1
1483163,07/07/2018,108548434,1
1541791,07/07/2018,108545211,1
1548242,07/07/2018,108545521,2
573035,07/07/2018,108545195,2
659707,07/07/2018,108548473,1
754163,07/07/2018,108545752,1
773218,07/07/2018,108545421,1
53111472,07/07/2018,108545249,2
53077867,07/07/2018,108545545,1
53098371,07/07/2018,108545277,1
53036701,07/07/2018,108545757,2
53036703,07/07/2018,108545515,2
53038239,07/07/2018,108545236,2
52992299,07/07/2018,108545443,1
53072065,07/07/2018,108545232,1
52963517,07/07/2018,108545447,1
52878972,07/07/2018,108545513,1
52857862,07/07/2018,108545178,1
52857947,07/07/2018,108545103,4
52851796,07/07/2018,108545102,2
52691155,07/07/2018,108545362,2
52732603,07/07/2018,108545846,1
52804850,07/07/2018,108545560,3
52494015,07/07/2018,108545862,1
52907783,07/07/2018,108545221,1
52913431,07/07/2018,108545461,2
52938451,07/07/2018,108545326,1
52938700,07/07/2018,108545185,2
52942444,07/07/2018,108545222,1
52596327,07/07/2018,108545630,2
52529113,07/07/2018,108545825,2
52610535,07/07/2018,108545857,2
52255112,07/07/2018,108545099,2
52263382,07/07/2018,108545190,2
52304695,07/07/2018,108545189,3
52092700,07/07/2018,108545259,1
51952897,07/07/2018,108545489,1
51928481,07/07/2018,108545435,2
51942788,07/07/2018,108545255,1
51916381,07/07/2018,108545271,3
51797808,07/07/2018,108545376,2
51880468,07/07/2018,108545607,2
51881920,07/07/2018,108545439,2
51884393,07/07/2018,108545600,3
51886533,07/07/2018,108545681,3
51842244,07/07/2018,108545270,3
51845169,07/07/2018,108548435,1
51846925,07/07/2018,108545241,2
51788634,07/07/2018,108545535,1
51759701,07/07/2018,108545219,1
51331394,07/07/2018,108545967,2
51727312,07/07/2018,108545338,2
2066100,07/07/2018,108545197,1
890112,07/07/2018,108545096,2
1287652,07/07/2018,108545395,1
2023703,07/07/2018,108545687,1
615143,07/07/2018,108545871,2
420610,07/07/2018,108548495,1
351571,07/07/2018,108545628,1
56994,07/07/2018,108545293,2
1884205,07/09/2018,108552619,2
2086038,07/09/2018,108551609,1
2149429,07/09/2018,108552126,1
50227887,07/09/2018,108554475,1
51728986,07/09/2018,108551377,2
51709766,07/09/2018,108551421,2
51746451,07/09/2018,108551654,2
51835411,07/09/2018,108551398,2
51855549,07/09/2018,108552008,3
51889392,07/09/2018,108551568,2
51890660,07/09/2018,108551389,1
51839688,07/09/2018,108552660,2
51900421,07/09/2018,108551595,3
51921246,07/09/2018,108551540,2
51926577,07/09/2018,108551748,1
52202651,07/09/2018,108551989,2
52216954,07/09/2018,108551624,3
52229073,07/09/2018,108551453,2
52644946,07/09/2018,108551383,2
52609583,07/09/2018,108551444,1
52471956,07/09/2018,108551628,3
52491591,07/09/2018,108551769,3
52910206,07/09/2018,108552617,2
52902885,07/09/2018,108551945,2
52901283,07/09/2018,108551558,2
52899725,07/09/2018,108551424,2
52751287,07/09/2018,108551939,2
52860871,07/09/2018,108552137,1
52861021,07/09/2018,108552675,1
52965659,07/09/2018,108552880,1
52966124,07/09/2018,108551405,2
52966428,07/09/2018,108551587,2
52952687,07/09/2018,108552732,1
52978327,07/09/2018,108552239,2
53040297,07/09/2018,108552374,2
53109153,07/09/2018,108552542,1
53131678,07/09/2018,108551620,2
53122155,07/09/2018,108551973,2
1411666,07/09/2018,108552300,1
1459817,07/09/2018,108551856,2
50069314,07/09/2018,108552029,1
50133406,07/09/2018,108552987,2
2220966,07/09/2018,108553824,1
50419103,07/09/2018,108554390,1
50482393,07/09/2018,108551378,2
51160634,07/09/2018,108552327,2
51194346,07/09/2018,108551396,2
50986123,07/09/2018,108552427,2
50553989,07/09/2018,108551854,1
51689885,07/09/2018,108551362,2
51794723,07/09/2018,108551491,2
51800073,07/09/2018,108551915,2
51861190,07/09/2018,108551436,1
51867741,07/09/2018,108551448,2
51870032,07/09/2018,108551589,2
51990275,07/09/2018,108553259,2
51971089,07/09/2018,108551358,2
51885374,07/09/2018,108552268,2
51911695,07/09/2018,108551830,2
52433725,07/09/2018,108551833,2
52504217,07/09/2018,108552743,1
52398029,07/09/2018,108551502,2
52407986,07/09/2018,108551836,1
52164736,07/09/2018,108551438,2
52184357,07/09/2018,108551493,1
52024572,07/09/2018,108552742,1
52145401,07/09/2018,108551363,2
52146838,07/09/2018,108552294,2
52855582,07/09/2018,108552131,2
52955905,07/09/2018,108551391,2
52974271,07/09/2018,108552578,3
52982580,07/09/2018,108551534,2
50941485,07/13/2018,108562790,1
1801620,07/13/2018,108565157,1
2194560,07/13/2018,108563333,1
2262014,07/13/2018,108562823,2
54341448,07/13/2018,108563290,2
54419746,07/13/2018,108562668,1
54446906,07/13/2018,108562842,1
54263470,07/13/2018,108563230,1
54375694,07/13/2018,108562695,1
53944367,07/13/2018,108563232,1
54164948,07/13/2018,108563353,2
54115553,07/13/2018,108563092,2
54089835,07/13/2018,108562663,1
53670108,07/13/2018,108562666,1
53182056,07/13/2018,108563165,1
53195360,07/13/2018,108563488,2
53419370,07/13/2018,108562729,2
53075121,07/13/2018,108562708,2
53070598,07/13/2018,108563370,2
53091776,07/13/2018,108562728,2
53034007,07/13/2018,108562840,1
52909524,07/13/2018,108563120,1
52950536,07/13/2018,108562748,2
52961518,07/13/2018,108563246,2
52978566,07/13/2018,108562892,1
52978866,07/13/2018,108562797,2
52749175,07/13/2018,108562953,2
52871645,07/13/2018,108563415,2
52864361,07/13/2018,108562746,1
52675993,07/13/2018,108562750,2
51954247,07/13/2018,108563131,2
52364271,07/13/2018,108563129,1
51868856,07/13/2018,108563340,2
51845017,07/13/2018,108562919,2
51807604,07/13/2018,108562709,2
51828287,07/13/2018,108562692,1
51882453,07/13/2018,108563244,1
51943269,07/13/2018,108563141,1
51752747,07/13/2018,108563336,2
51743521,07/13/2018,108562962,1
51796315,07/13/2018,108562749,2
51193549,07/13/2018,108562886,1
51717499,07/13/2018,108562711,2
1838400,07/13/2018,108562973,2
109319,07/13/2018,108562786,2
129073,07/13/2018,108562832,2
54420714,07/13/2018,108562891,1
1069406,07/13/2018,108565149,1
809494,07/13/2018,108563517,1
54308420,07/13/2018,108562780,3
54301986,07/13/2018,108565154,1
54260488,07/13/2018,108564013,1
54186504,07/13/2018,108562890,2
54181725,07/13/2018,108563084,2
53954218,07/13/2018,108562932,1
53623713,07/13/2018,108562699,1
53311039,07/13/2018,108563777,1
53430649,07/13/2018,108563220,1
53020259,07/13/2018,108562805,2
53192296,07/13/2018,108563856,1
53235732,07/13/2018,108563724,2
53264576,07/13/2018,108563570,1
52978793,07/13/2018,108563535,1
52944350,07/13/2018,108563200,1
52950598,07/13/2018,108562811,2
52841684,07/13/2018,108562731,1
52649658,07/13/2018,108562904,2
52309559,07/13/2018,108563242,2
52340795,07/13/2018,108562732,2
52240906,07/13/2018,108563140,1
52298545,07/13/2018,108562952,1
51923218,07/13/2018,108563241,1
51936706,07/13/2018,108563004,2
51963312,07/13/2018,108563566,2
52147551,07/13/2018,108563046,2
52162607,07/13/2018,108565152,1
51831432,07/13/2018,108563762,1
51833102,07/13/2018,108562770,2
51868902,07/13/2018,108562824,2
51736857,07/13/2018,108562703,2
51743608,07/13/2018,108562960,1
51772470,07/13/2018,108562806,1
51725777,07/13/2018,108563334,1
50480749,07/13/2018,108565145,1
51040348,07/13/2018,108562982,1
51141892,07/13/2018,108562874,1
51173764,07/13/2018,108562682,2
51517790,07/13/2018,108562872,1
50852801,07/13/2018,108563227,1
1988891,07/13/2018,108563196,1
814490,07/13/2018,108562993,1
553488,07/13/2018,108563239,1
620105,07/13/2018,108565155,1
71770,07/13/2018,108565146,1
54164447,07/13/2018,108562849,2
53954219,07/13/2018,108562916,1
54229182,07/13/2018,108563087,1
54140040,07/13/2018,108562689,2
54135742,07/13/2018,108563104,1
53823974,07/13/2018,108562835,2
53590425,07/13/2018,108563844,1
53571019,07/13/2018,108563137,1
53331926,07/13/2018,108563175,1
53510589,07/13/2018,108562775,1
53458904,07/13/2018,108563723,3
53158391,07/13/2018,108563035,3
53373397,07/13/2018,108563158,1
53401330,07/13/2018,108562867,1
53085214,07/13/2018,108563095,2
52939223,07/13/2018,108562753,1
53035446,07/13/2018,108562868,2
53136206,07/13/2018,108563006,2
53088458,07/13/2018,108563384,1
52968503,07/13/2018,108563454,2
52980010,07/13/2018,108562788,1
52985081,07/13/2018,108562856,1
52986830,07/13/2018,108563145,3
52952457,07/13/2018,108562767,2
52954915,07/13/2018,108562785,2
52964393,07/13/2018,108562983,1
52964507,07/13/2018,108563126,1
52864378,07/13/2018,108562704,2
52067031,07/13/2018,108563367,2
52072231,07/13/2018,108563237,2
51898321,07/13/2018,108562972,2
51898360,07/13/2018,108562764,2
51822313,07/13/2018,108563279,1
52000744,07/13/2018,108563014,1
51942482,07/13/2018,108562781,2
51806094,07/13/2018,108562817,2
51864220,07/13/2018,108562702,1
51864345,07/13/2018,108563018,2
51868662,07/13/2018,108562963,1
51732115,07/13/2018,108563411,1
51773938,07/13/2018,108565161,1
51783030,07/13/2018,108563314,1
2331251,07/13/2018,108565153,1
937536,07/13/2018,108562761,1
51699350,07/13/2018,108562730,2
51706193,07/13/2018,108563295,2
50962471,07/13/2018,108562985,1
50646380,07/13/2018,108563324,1
50047690,07/26/2018,108600331,1
2304193,07/26/2018,108599713,1
739251,07/26/2018,108602136,1
51764117,07/26/2018,108599758,1
51940235,07/26/2018,108599940,1
51822538,07/26/2018,108599715,1
52070032,07/26/2018,108600413,1
52414369,07/26/2018,108602583,1
52435084,07/26/2018,108602592,1
52487119,07/26/2018,108600956,1
52860700,07/26/2018,108599976,1
52933121,07/26/2018,108599907,1
52981405,07/26/2018,108600209,1
53125658,07/26/2018,108600208,1
53976985,07/26/2018,108602581,1
53665481,07/26/2018,108601203,1
54117587,07/26/2018,108600066,1
54168886,07/26/2018,108601045,1
54173121,07/26/2018,108600101,1
54190158,07/26/2018,108599747,1
1002737,07/26/2018,108602588,1
1584832,07/26/2018,108599978,1
51702696,07/26/2018,108599881,1
50321010,07/26/2018,108602590,1
51769480,07/26/2018,108600204,1
52031831,07/26/2018,108600078,1
51849517,07/26/2018,108599837,1
52545708,07/26/2018,108599693,1
52899804,07/09/2018,108551390,3
52913692,07/09/2018,108551638,1
52940783,07/09/2018,108552575,1
52942637,07/09/2018,108551906,2
53070906,07/09/2018,108551479,2
53027970,07/09/2018,108552215,2
53021536,07/09/2018,108551443,1
53042592,07/09/2018,108552882,2
53115107,07/09/2018,108551695,2
53130417,07/09/2018,108551464,1
53136953,07/09/2018,108551392,3
53143018,07/09/2018,108551544,3
146514,07/09/2018,108551805,1
628718,07/09/2018,108551532,2
322142,07/09/2018,108551996,1
327749,07/09/2018,108553201,1
1390863,07/09/2018,108552940,2
2081212,07/09/2018,108554473,1
50074881,07/09/2018,108552577,2
50331369,07/09/2018,108551412,3
50533921,07/09/2018,108551403,2
50631932,07/09/2018,108553112,1
51126197,07/09/2018,108553326,2
51258473,07/09/2018,108551740,2
51824829,07/09/2018,108552911,1
51807720,07/09/2018,108552136,2
51734647,07/09/2018,108552626,2
51745543,07/09/2018,108552319,1
51767346,07/09/2018,108551716,2
51947154,07/09/2018,108551897,2
52060859,07/09/2018,108552051,1
51999873,07/09/2018,108551527,3
52083771,07/09/2018,108551772,1
52290210,07/09/2018,108553325,1
52511173,07/09/2018,108551793,2
52602936,07/09/2018,108551980,3
52852109,07/09/2018,108552921,2
52861142,07/09/2018,108552837,2
52875241,07/09/2018,108551393,2
52884272,07/09/2018,108552364,2
52937402,07/09/2018,108552481,2
52941360,07/09/2018,108552926,2
52942441,07/09/2018,108551770,2
52909242,07/09/2018,108551552,1
52932938,07/09/2018,108551385,2
52947680,07/09/2018,108551857,2
53075069,07/09/2018,108552723,2
53077334,07/09/2018,108552689,2
53079197,07/09/2018,108552054,1
53048061,07/09/2018,108551522,3
53120602,07/09/2018,108552435,1
53106941,07/09/2018,108552985,2
53025108,07/09/2018,108551426,3
53026394,07/09/2018,108551670,2
52982299,07/09/2018,108551439,2
52977846,07/09/2018,108551365,2
52978591,07/09/2018,108551481,2
231795,07/09/2018,108552576,2
53177801,07/09/2018,108551420,2
61293,07/09/2018,108551995,1
2286109,07/09/2018,108552738,1
2237761,07/09/2018,108552454,2
2037584,07/09/2018,108551550,1
51234326,07/09/2018,108552942,2
51704146,07/09/2018,108551904,2
51714156,07/09/2018,108552537,2
51758103,07/09/2018,108551832,2
51763410,07/09/2018,108551576,2
51988549,07/09/2018,108551623,2
51994435,07/09/2018,108552047,1
51916151,07/09/2018,108551367,2
51872058,07/09/2018,108551802,2
51934578,07/09/2018,108551399,2
51886162,07/09/2018,108552066,2
52483405,07/09/2018,108551825,2
52503293,07/09/2018,108551651,2
52519257,07/09/2018,108552895,1
52367900,07/09/2018,108551521,2
52187947,07/09/2018,108551747,2
52618350,07/09/2018,108551737,2
52658485,07/09/2018,108551357,1
52671957,07/09/2018,108551585,1
52882031,07/09/2018,108552105,1
52954649,07/09/2018,108551461,2
52959093,07/09/2018,108551423,2
52912490,07/09/2018,108552306,2
52936215,07/09/2018,108551773,2
52945875,07/09/2018,108551381,2
52946884,07/09/2018,108551471,2
52886722,07/09/2018,108551368,1
52889923,07/09/2018,108551445,1
52864349,07/09/2018,108551853,2
52899683,07/09/2018,108552001,1
52901471,07/09/2018,108551686,1
53028794,07/09/2018,108552089,2
53032277,07/09/2018,108552702,1
52981923,07/09/2018,108551496,2
52988434,07/09/2018,108551678,2
52708239,07/09/2018,108552121,1
52978524,07/09/2018,108551469,2
52970034,07/09/2018,108552518,1
52976559,07/09/2018,108551610,2
53082029,07/09/2018,108552685,2
53136070,07/09/2018,108552238,2
53201552,07/09/2018,108552731,1
53208593,07/09/2018,108551457,1
53219300,07/09/2018,108551777,1
53225223,07/09/2018,108551635,2
53254380,07/09/2018,108551676,1
53205348,07/09/2018,108551953,1
53213536,07/09/2018,108551956,2
53275940,07/09/2018,108551764,2
53276075,07/09/2018,108552178,2
53354539,07/09/2018,108552645,2
53366941,07/09/2018,108552884,4
53469370,07/09/2018,108551963,4
53504385,07/09/2018,108552175,2
53766787,07/09/2018,108551559,2
53783768,07/09/2018,108552092,1
53596102,07/09/2018,108552879,1
53933827,07/09/2018,108551394,2
54004018,07/09/2018,108551400,3
54218892,07/09/2018,108552042,2
54882392,07/09/2018,108551944,1
54994787,07/09/2018,108551990,1
54812033,07/09/2018,108552679,1
54358657,07/09/2018,108552922,2
54208966,07/09/2018,108551727,2
54473592,07/09/2018,108551401,2
55071279,07/09/2018,108551543,1
55071779,07/09/2018,108553820,1
55071781,07/09/2018,108553827,1
53368976,07/09/2018,108551455,1
53687814,07/09/2018,108552028,1
53565180,07/09/2018,108551510,1
53488052,07/09/2018,108552109,2
53493984,07/09/2018,108552676,1
53441567,07/09/2018,108552276,3
53452270,07/09/2018,108552053,1
53630408,07/09/2018,108552621,2
53916578,07/09/2018,108552678,1
53948696,07/09/2018,108551926,3
53783762,07/09/2018,108552075,2
54091181,07/09/2018,108551416,2
54125934,07/09/2018,108552573,1
54251930,07/09/2018,108551501,1
53286383,07/09/2018,108551404,2
53238917,07/09/2018,108551466,2
53275696,07/09/2018,108551714,1
55019232,07/09/2018,108552142,1
55026836,07/09/2018,108552409,4
53186920,07/09/2018,108552811,2
55071326,07/09/2018,108551910,1
55071501,07/09/2018,108552889,1
55071924,07/09/2018,108554368,1
55071951,07/09/2018,108554469,1
53489189,07/09/2018,108552790,2
53336244,07/09/2018,108551622,2
53560858,07/09/2018,108552267,1
53630975,07/09/2018,108552630,1
53927080,07/09/2018,108552566,1
54032811,07/09/2018,108552894,1
54016376,07/09/2018,108552123,2
54097730,07/09/2018,108552321,1
54154788,07/09/2018,108551633,1
54141759,07/09/2018,108551517,1
54384232,07/09/2018,108551814,1
54384298,07/09/2018,108552917,2
54345378,07/09/2018,108552353,3
55071484,07/09/2018,108552744,1
52655824,07/26/2018,108602579,1
52978058,07/26/2018,108600548,1
52978326,07/26/2018,108599775,1
53101512,07/26/2018,108600030,1
53076547,07/26/2018,108599799,1
54137000,07/26/2018,108599675,1
54251866,07/26/2018,108601200,1
54103977,07/26/2018,108600547,1
54441501,07/26/2018,108601006,1
50604549,07/26/2018,108600812,1
51065665,07/26/2018,108600127,1
51800200,07/26/2018,108600252,1
51918910,07/26/2018,108600647,1
52388437,07/26/2018,108599730,1
52636769,07/26/2018,108600142,1
52865195,07/26/2018,108599921,1
52433304,07/26/2018,108599682,1
52856962,07/26/2018,108599884,1
52984564,07/26/2018,108600214,1
53026094,07/26/2018,108599719,1
53118237,07/26/2018,108599782,1
53090486,07/26/2018,108600279,1
53719385,07/26/2018,108601004,1
53739459,07/26/2018,108600897,1
53780519,07/26/2018,108600723,1
54078721,07/26/2018,108599669,1
53918767,07/26/2018,108602582,1
54294602,07/26/2018,108599953,1
54454258,07/26/2018,108601007,1
2165949,07/26/2018,108600476,1
1457810,07/26/2018,108600407,1
1176187,07/26/2018,108602137,1
1205283,07/26/2018,108600338,1
51912664,07/26/2018,108600258,1
52937855,07/26/2018,108599943,1
53147917,07/26/2018,108602587,1
53070354,07/26/2018,108599709,1
53259319,07/26/2018,108600801,2
54081593,07/26/2018,108599703,1
53915301,07/26/2018,108602134,1
54217247,07/26/2018,108599909,1
54119644,07/26/2018,108599873,1
54301561,07/26/2018,108600345,1
54270942,07/26/2018,108601032,1
54609095,07/26/2018,108600804,1
55084546,07/26/2018,108599755,1
55085399,07/26/2018,108602652,1
54613613,07/26/2018,108600073,1
54795988,07/26/2018,108599902,1
54814672,07/26/2018,108601034,1
54410405,07/26/2018,108600358,1
54643166,07/26/2018,108599681,1
55084837,07/26/2018,108601008,1
55085371,07/26/2018,108602585,1
54769981,07/26/2018,108602589,1
54720681,07/26/2018,108601009,1
54753462,07/26/2018,108600268,1
55084575,07/26/2018,108600771,1
55085372,07/26/2018,108602586,1
54953612,07/26/2018,108602591,1
54980089,07/26/2018,108601010,1
54527613,07/26/2018,108599914,1
54527615,07/26/2018,108599917,1
54629391,07/26/2018,108602580,1
54979836,07/26/2018,108599888,1
55051082,07/27/2018,108603254,1
54669671,07/27/2018,108603058,1
54614286,07/27/2018,108602808,1
54833769,07/27/2018,108605835,1
54734632,07/27/2018,108603220,1
54937475,07/27/2018,108603084,1
54970992,07/27/2018,108603553,1
54972419,07/27/2018,108603041,1
54808512,07/27/2018,108603494,1
54740761,07/27/2018,108603199,1
54289575,07/27/2018,108602888,1
55085483,07/27/2018,108603066,1
55082260,07/27/2018,108602823,1
54964103,07/27/2018,108603243,1
54416944,07/27/2018,108602898,1
54599184,07/27/2018,108603028,1
54259794,07/27/2018,108603223,1
54121632,07/27/2018,108603522,1
54217482,07/27/2018,108603162,1
53611187,07/27/2018,108603072,1
