person_id,FullDateUSA,min_reg_id,total_platelet_donations
52537764,07/12/2018,108559637,2
52664101,07/12/2018,108559744,1
52949035,07/12/2018,108559655,2
52966597,07/12/2018,108559791,2
53085598,07/12/2018,108560341,1
53019032,07/12/2018,108559870,1
53019266,07/12/2018,108559740,2
53356174,07/12/2018,108560104,1
53183725,07/12/2018,108560123,1
53249332,07/12/2018,108560100,1
53970790,07/12/2018,108559669,1
53800317,07/12/2018,108559714,2
54172328,07/12/2018,108559730,1
1088488,07/12/2018,108560617,2
1128785,07/12/2018,108562392,1
324061,07/12/2018,108561864,1
1560167,07/12/2018,108560655,1
1633266,07/12/2018,108560067,2
50774854,07/12/2018,108559691,2
51718022,07/12/2018,108560974,2
51725093,07/12/2018,108559853,3
51830113,07/12/2018,108560166,2
51952182,07/12/2018,108560335,1
51890663,07/12/2018,108559910,2
52668308,07/12/2018,108559668,1
52686341,07/12/2018,108560066,2
52934957,07/12/2018,108559733,1
52899811,07/12/2018,108559979,2
52902786,07/12/2018,108559754,2
52950666,07/12/2018,108559749,2
52980281,07/12/2018,108559867,2
52196217,07/12/2018,108561179,1
54277011,07/02/2018,108530592,3
54304968,07/02/2018,108531272,2
54000317,07/02/2018,108530448,2
54016313,07/02/2018,108531783,2
53851241,07/02/2018,108530473,1
53880974,07/02/2018,108530635,2
53905057,07/02/2018,108531329,2
53943377,07/02/2018,108530392,1
53969633,07/02/2018,108533281,1
55066088,07/02/2018,108531829,1
53812184,07/02/2018,108531407,2
55066461,07/02/2018,108533278,1
54841947,07/02/2018,108530390,3
54802112,07/02/2018,108530865,1
54664168,07/02/2018,108533603,1
54710144,07/02/2018,108530475,3
54407203,07/02/2018,108531038,4
54293032,07/02/2018,108530377,3
54308176,07/02/2018,108531072,3
54217608,07/02/2018,108530368,3
54227104,07/02/2018,108530707,1
54176096,07/02/2018,108530559,2
54180640,07/02/2018,108530749,3
54081888,07/02/2018,108530805,1
54097648,07/02/2018,108530371,3
54012421,07/02/2018,108531502,1
53956178,07/02/2018,108531767,2
53546143,07/02/2018,108530833,2
53504063,07/02/2018,108531259,1
53521066,07/02/2018,108531066,1
53395531,07/02/2018,108531292,3
53241191,07/02/2018,108531391,2
53296200,07/02/2018,108533605,1
53318021,07/02/2018,108530738,1
54960920,07/02/2018,108530893,2
55065867,07/02/2018,108530520,2
55065883,07/02/2018,108530625,1
55065928,07/02/2018,108530935,1
55066462,07/02/2018,108533279,1
54726562,07/02/2018,108530667,3
54572006,07/02/2018,108530472,3
54614831,07/02/2018,108530930,1
54659269,07/02/2018,108531414,1
54717356,07/02/2018,108531819,1
54504320,07/02/2018,108530632,1
54422623,07/02/2018,108530959,2
54427842,07/02/2018,108531252,3
54295482,07/02/2018,108530366,2
54359874,07/02/2018,108531143,3
54283005,07/02/2018,108530953,3
54249440,07/02/2018,108530715,2
54172351,07/02/2018,108530705,1
54146274,07/02/2018,108530605,3
54144218,07/02/2018,108531034,1
54132620,07/02/2018,108530710,1
53799072,07/02/2018,108530410,5
53870432,07/02/2018,108531250,1
53577655,07/02/2018,108530717,1
54997007,07/02/2018,108530494,2
54917423,07/02/2018,108530451,2
53532574,07/02/2018,108531620,1
53557753,07/02/2018,108530437,2
54770520,07/02/2018,108530884,3
54862556,07/02/2018,108533606,1
54714451,07/02/2018,108531045,1
54718629,07/02/2018,108531138,1
54726315,07/02/2018,108530552,3
54749515,07/02/2018,108532039,1
54590074,07/02/2018,108530373,3
54594021,07/02/2018,108530571,1
54640615,07/02/2018,108530621,2
54659333,07/02/2018,108530455,2
54398567,07/02/2018,108531566,3
54330430,07/02/2018,108530375,1
54262711,07/02/2018,108530530,1
54231810,07/02/2018,108531569,3
54238412,07/02/2018,108530696,3
54195729,07/02/2018,108531287,1
54125135,07/02/2018,108530878,2
54117766,07/02/2018,108530937,1
54099801,07/02/2018,108531843,2
54010105,07/02/2018,108532016,2
53800947,07/02/2018,108530508,3
53670406,07/02/2018,108531059,2
53697815,07/02/2018,108531235,1
53720661,07/02/2018,108530975,1
53583533,07/02/2018,108530742,3
53137263,07/02/2018,108531822,3
53508113,07/02/2018,108531164,1
53300557,07/02/2018,108530424,4
53419149,07/02/2018,108531746,2
53452191,07/02/2018,108530745,4
53471077,07/02/2018,108530433,3
53479816,07/02/2018,108531836,1
53117424,07/02/2018,108530961,2
53176236,07/02/2018,108530395,5
53204360,07/02/2018,108530683,1
53297249,07/02/2018,108530509,3
52976279,07/02/2018,108530387,3
53017173,07/02/2018,108530845,4
52959047,07/02/2018,108530648,2
52954286,07/02/2018,108531393,1
52942334,07/02/2018,108530540,1
52951963,07/02/2018,108530867,3
52857150,07/02/2018,108531065,1
52904079,07/02/2018,108530698,1
52910045,07/02/2018,108531533,1
52922265,07/02/2018,108530467,2
53084658,07/02/2018,108531821,2
53029408,07/02/2018,108531493,3
53111016,07/02/2018,108530641,3
53137405,07/02/2018,108530655,2
53165546,07/02/2018,108530608,1
53197233,07/02/2018,108533607,2
53218508,07/02/2018,108530466,3
53128260,07/02/2018,108531401,1
53132889,07/02/2018,108531400,4
53288168,07/02/2018,108531012,1
53310412,07/02/2018,108530947,2
53327339,07/02/2018,108531711,1
53353044,07/02/2018,108531436,3
53620727,07/02/2018,108530428,1
52846490,07/02/2018,108530367,1
52853024,07/02/2018,108530400,3
52659393,07/02/2018,108533283,1
52524793,07/02/2018,108533282,1
52470026,07/02/2018,108532227,1
52236918,07/02/2018,108530721,1
52305106,07/02/2018,108530412,1
52308918,07/02/2018,108533029,1
52309886,07/02/2018,108530406,3
52361359,07/02/2018,108530838,1
52413987,07/02/2018,108533025,1
51934991,07/02/2018,108530479,3
51937700,07/02/2018,108530709,3
51930112,07/02/2018,108530416,3
51849892,07/02/2018,108530491,2
51856074,07/02/2018,108530764,2
51885808,07/02/2018,108531063,2
51710896,07/02/2018,108530919,2
51754428,07/02/2018,108530857,2
51758877,07/02/2018,108531310,1
51801324,07/02/2018,108530391,3
51804383,07/02/2018,108530422,3
51547045,07/02/2018,108531460,2
924448,07/02/2018,108533609,1
1966840,07/02/2018,108533027,1
196938,07/02/2018,108531411,4
167823,07/02/2018,108531282,1
53366752,07/02/2018,108531061,1
241710,07/02/2018,108530445,3
304966,07/02/2018,108532077,2
552393,07/02/2018,108531439,1
53119842,07/02/2018,108530476,1
53248012,07/02/2018,108531296,4
53152591,07/02/2018,108531738,2
53098584,07/02/2018,108531864,3
52979717,07/02/2018,108530790,2
52979926,07/02/2018,108530453,2
52981205,07/02/2018,108530511,3
52961192,07/02/2018,108531860,2
52962905,07/02/2018,108531022,3
52942574,07/02/2018,108531803,1
52942858,07/02/2018,108531735,3
52935797,07/02/2018,108531834,2
52983536,07/02/2018,108530627,1
53050502,07/02/2018,108531617,2
53072864,07/02/2018,108531313,1
52856613,07/02/2018,108531809,3
52862804,07/02/2018,108530974,1
52964094,07/06/2018,108542392,4
52987025,07/06/2018,108542717,2
53024577,07/06/2018,108542216,2
53031681,07/06/2018,108542714,1
53095808,07/06/2018,108542227,2
53196350,07/06/2018,108542510,2
53251063,07/06/2018,108542236,2
53260308,07/06/2018,108542547,1
53646146,07/06/2018,108543074,1
53753911,07/06/2018,108542490,2
53774298,07/06/2018,108542394,2
53800103,07/06/2018,108542401,2
53954191,07/06/2018,108542529,2
53552191,07/06/2018,108542702,2
54128938,07/06/2018,108542658,1
54148473,07/06/2018,108543217,2
54237653,07/06/2018,108542341,3
54316033,07/06/2018,108542744,1
54328367,07/06/2018,108542987,1
54364265,07/06/2018,108542638,1
54446074,07/06/2018,108543084,2
54753500,07/06/2018,108544939,1
54910830,07/06/2018,108543398,2
55021398,07/06/2018,108542371,1
506448,07/06/2018,108542537,2
1037252,07/06/2018,108544917,1
2361373,07/06/2018,108543465,1
2408396,07/06/2018,108542515,4
50073488,07/06/2018,108542492,1
50366574,07/06/2018,108542573,1
50422560,07/06/2018,108542970,2
2106182,07/06/2018,108542252,3
51698254,07/06/2018,108542664,2
51699908,07/06/2018,108542286,1
51723401,07/06/2018,108542590,1
51730174,07/06/2018,108542901,2
51780162,07/06/2018,108542249,1
51769900,07/06/2018,108542368,1
51836950,07/06/2018,108543017,2
51842384,07/06/2018,108542277,3
51850429,07/06/2018,108542692,2
51868381,07/06/2018,108542582,2
51883748,07/06/2018,108542185,2
51948474,07/06/2018,108542261,2
52006466,07/06/2018,108542406,1
52086159,07/06/2018,108542308,2
52158659,07/06/2018,108542751,3
52195661,07/06/2018,108542291,1
52235676,07/06/2018,108542186,2
52286100,07/06/2018,108542487,2
52294531,07/06/2018,108542858,3
52330338,07/06/2018,108542292,2
52549565,07/06/2018,108542469,4
52557512,07/06/2018,108542509,2
52670218,07/06/2018,108542246,2
52798570,07/06/2018,108542904,3
52507931,07/06/2018,108542559,2
52861692,07/06/2018,108542221,3
52902161,07/06/2018,108542379,2
52916135,07/06/2018,108543259,1
52951758,07/06/2018,108542556,1
52976769,07/06/2018,108542530,2
52991993,07/06/2018,108543438,2
53034266,07/06/2018,108542309,2
53042404,07/06/2018,108542786,1
52982042,07/06/2018,108543067,1
52982549,07/06/2018,108543158,2
53123578,07/06/2018,108542930,2
53127129,07/06/2018,108542532,1
53127724,07/06/2018,108542931,1
53182899,07/06/2018,108542961,2
53216534,07/06/2018,108542521,2
53257589,07/06/2018,108542323,2
53328640,07/06/2018,108543137,2
53346531,07/06/2018,108542639,1
53409285,07/06/2018,108542363,3
53463526,07/06/2018,108542194,2
53472759,07/06/2018,108542542,1
53440532,07/06/2018,108543056,1
53783345,07/06/2018,108543023,2
53786301,07/06/2018,108542750,2
53864465,07/06/2018,108543369,2
53901444,07/06/2018,108542466,1
53656465,07/06/2018,108542785,4
54089676,07/06/2018,108542191,2
54112956,07/06/2018,108542608,2
54163303,07/06/2018,108542201,2
54164005,07/06/2018,108542181,1
54165902,07/06/2018,108542654,1
54192181,07/06/2018,108542651,1
54206673,07/06/2018,108543501,1
54270815,07/06/2018,108543436,2
54362029,07/06/2018,108543618,2
54378652,07/06/2018,108542327,2
54415729,07/06/2018,108542958,1
54548080,07/06/2018,108542316,2
54829688,07/06/2018,108542689,4
54848965,07/06/2018,108542677,1
55069119,07/06/2018,108543296,1
54995617,07/06/2018,108543048,2
55068947,07/06/2018,108542298,1
55068997,07/06/2018,108542581,1
55071085,07/08/2018,108550882,1
54278317,07/08/2018,108548670,2
54188078,07/08/2018,108548578,1
54132358,07/08/2018,108548783,1
54150910,07/08/2018,108551271,2
54157948,07/08/2018,108548774,2
54159534,07/08/2018,108548671,1
53454059,07/08/2018,108548485,3
53531687,07/08/2018,108548549,1
53535199,07/08/2018,108548773,1
53305837,07/08/2018,108548532,2
53152190,07/08/2018,108548586,2
53174350,07/08/2018,108548614,1
53178053,07/08/2018,108548740,4
52985893,07/08/2018,108548721,2
52945649,07/08/2018,108548604,2
53123044,07/08/2018,108548537,2
52938840,07/08/2018,108548540,3
52869555,07/08/2018,108548581,1
52548193,07/08/2018,108548658,2
52854047,07/08/2018,108548654,2
52582637,07/08/2018,108548565,1
52628881,07/08/2018,108548683,2
52192744,07/08/2018,108548781,2
51847078,07/08/2018,108548790,2
51809151,07/08/2018,108548552,1
51809476,07/08/2018,108548536,2
51815860,07/08/2018,108548531,2
51827526,07/08/2018,108548556,2
51750566,07/08/2018,108548517,2
805954,07/08/2018,108548611,1
51218340,07/08/2018,108548592,2
51541160,07/08/2018,108548601,2
2124918,07/08/2018,108550886,1
50437141,07/08/2018,108548724,1
54944472,07/08/2018,108548673,1
54799575,07/08/2018,108548605,2
54557146,07/08/2018,108550880,1
54507724,07/08/2018,108548939,1
54381177,07/08/2018,108548630,2
54343325,07/08/2018,108551270,3
54140404,07/08/2018,108548643,2
53531217,07/08/2018,108548559,1
53549684,07/08/2018,108548827,2
52942969,07/08/2018,108548606,1
52957980,07/08/2018,108548570,2
52899333,07/08/2018,108549186,1
52647559,07/08/2018,108548717,2
52739979,07/08/2018,108548712,1
52158504,07/08/2018,108548627,1
51888781,07/08/2018,108548688,2
52070615,07/08/2018,108548477,2
51967412,07/08/2018,108548715,2
51877248,07/08/2018,108548589,2
51857379,07/08/2018,108548580,2
50071386,07/08/2018,108548483,3
51801375,07/08/2018,108548625,2
51693964,07/08/2018,108548479,1
51578065,07/08/2018,108548755,2
51611637,07/08/2018,108548577,2
51612440,07/08/2018,108548918,1
401597,07/08/2018,108548666,1
247560,07/08/2018,108548571,2
55006616,07/08/2018,108548637,2
54412575,07/08/2018,108548809,1
54178932,07/08/2018,108548547,2
54229003,07/08/2018,108548744,2
53204998,07/08/2018,108548652,2
54373557,07/05/2018,108540853,2
54415956,07/05/2018,108540037,2
54556976,07/05/2018,108539730,3
54795897,07/05/2018,108540316,2
54816323,07/05/2018,108540726,1
54825280,07/05/2018,108540178,4
55013028,07/05/2018,108539898,1
54904180,07/07/2018,108545800,2
54860390,07/07/2018,108545402,2
55040153,07/07/2018,108545107,1
54667146,07/07/2018,108545758,4
54737022,07/07/2018,108545329,4
54512404,07/07/2018,108545294,1
54325224,07/07/2018,108545532,2
54256321,07/07/2018,108545256,2
54161225,07/07/2018,108545776,2
54164068,07/07/2018,108545266,2
54198998,07/07/2018,108545445,1
54155225,07/07/2018,108545261,3
54131410,07/07/2018,108545490,2
53922186,07/07/2018,108545815,2
54035984,07/07/2018,108545304,2
53875626,07/07/2018,108545668,2
53496086,07/07/2018,108545386,2
53588624,07/07/2018,108545180,1
53684170,07/07/2018,108545538,2
53265856,07/07/2018,108545697,1
54655578,07/07/2018,108548498,1
53167703,07/07/2018,108545571,1
55070507,07/07/2018,108548499,1
54471229,07/07/2018,108545612,1
54268434,07/07/2018,108545184,1
54309478,07/07/2018,108545448,2
54313113,07/07/2018,108545276,1
54314769,07/07/2018,108545552,2
54327769,07/07/2018,108545460,2
54167515,07/07/2018,108545753,2
54224928,07/07/2018,108545943,1
54247876,07/07/2018,108545472,1
54150385,07/07/2018,108545514,2
54108919,07/07/2018,108545794,2
54119456,07/07/2018,108545533,2
54027983,07/07/2018,108545866,1
53701796,07/07/2018,108545874,1
53814011,07/07/2018,108545474,1
53955992,07/07/2018,108545215,2
53443147,07/07/2018,108545602,3
53506521,07/07/2018,108545506,3
54816383,07/07/2018,108548497,1
54290936,07/07/2018,108545970,1
55000671,07/07/2018,108545272,1
55042455,07/07/2018,108548471,3
53307891,07/07/2018,108545170,2
54437388,07/07/2018,108545319,2
54670108,07/07/2018,108545647,1
54268699,07/07/2018,108545881,3
54242677,07/07/2018,108545252,1
54242988,07/07/2018,108545275,2
54185428,07/07/2018,108545783,2
54187759,07/07/2018,108545759,1
54208394,07/07/2018,108545480,2
54104049,07/07/2018,108545452,1
54106005,07/07/2018,108545634,2
54066195,07/07/2018,108545609,1
54076984,07/07/2018,108545385,2
53810718,07/07/2018,108545786,2
53839998,07/07/2018,108545542,2
53859652,07/07/2018,108545880,1
53895745,07/07/2018,108545590,2
53785636,07/07/2018,108545246,1
53668119,07/07/2018,108545186,3
53673217,07/07/2018,108545495,2
53367154,07/07/2018,108545578,3
54816380,07/07/2018,108548496,1
55069759,07/07/2018,108545722,1
54644425,07/07/2018,108545381,1
54387354,07/07/2018,108545662,2
54410801,07/07/2018,108545859,4
54330680,07/07/2018,108545492,2
54702434,07/07/2018,108545598,1
55043437,07/07/2018,108545798,2
54212272,07/07/2018,108545250,2
54169556,07/07/2018,108545251,2
54158843,07/07/2018,108545475,1
54144922,07/07/2018,108545240,2
54110645,07/07/2018,108545686,3
54003403,07/07/2018,108545371,2
54085326,07/07/2018,108545935,3
54035907,07/07/2018,108545301,1
54038564,07/07/2018,108545200,2
53895891,07/07/2018,108545709,1
53736672,07/07/2018,108545361,1
53556275,07/07/2018,108545194,2
53183321,07/07/2018,108545283,2
53430399,07/07/2018,108545400,2
53392897,07/07/2018,108545364,3
53270894,07/07/2018,108545342,1
53295061,07/07/2018,108545914,3
53195086,07/07/2018,108545575,2
53148443,07/07/2018,108545217,2
53149078,07/07/2018,108545105,1
53209404,07/07/2018,108545403,1
53212971,07/07/2018,108545108,1
53074761,07/07/2018,108545203,2
53096939,07/07/2018,108545547,1
53028251,07/07/2018,108545455,2
52854925,07/07/2018,108545242,3
52863865,07/07/2018,108545456,1
52882651,07/07/2018,108545188,2
52949076,07/07/2018,108545451,1
52853305,07/07/2018,108545243,1
52868029,07/07/2018,108545558,1
52872889,07/07/2018,108545095,2
52880995,07/07/2018,108545410,3
52593427,07/07/2018,108545196,2
52364772,07/07/2018,108545714,2
52443036,07/07/2018,108545581,2
52483041,07/07/2018,108545311,2
51871779,07/07/2018,108545750,2
51873378,07/07/2018,108545564,4
51873794,07/07/2018,108545202,2
51980354,07/07/2018,108545182,1
51994635,07/07/2018,108545441,1
52031351,07/07/2018,108545417,3
52032907,07/07/2018,108545260,2
52047004,07/07/2018,108545369,1
52064357,07/07/2018,108545494,2
52089988,07/07/2018,108545310,1
52092278,07/07/2018,108545738,2
52100350,07/07/2018,108545695,1
52109781,07/07/2018,108545273,4
51760475,07/07/2018,108545559,3
51794276,07/07/2018,108545268,2
51820943,07/07/2018,108545398,1
51737536,07/07/2018,108545210,2
51747514,07/07/2018,108545479,1
51699845,07/07/2018,108545321,2
50676348,07/07/2018,108545176,1
51157073,07/07/2018,108545724,2
2385824,07/07/2018,108548432,2
1894492,07/07/2018,108545393,3
1943137,07/07/2018,108545512,1
2025752,07/07/2018,108545847,2
2079098,07/07/2018,108545191,2
2270576,07/07/2018,108545458,1
1558172,07/07/2018,108545208,2
256581,07/07/2018,108545469,2
1151660,07/07/2018,108548493,1
53136712,07/07/2018,108545171,2
53139152,07/07/2018,108545414,2
93451,07/07/2018,108545269,1
689492,07/07/2018,108545651,1
852588,07/07/2018,108545742,1
53098017,07/07/2018,108545408,2
53132211,07/07/2018,108545496,1
52989451,07/07/2018,108545650,2
52991909,07/07/2018,108545624,2
53039262,07/07/2018,108545206,3
53048965,07/07/2018,108545305,2
52943943,07/07/2018,108545572,3
52896588,07/07/2018,108545457,1
52542854,07/07/2018,108545666,2
52305377,07/07/2018,108545894,2
52184704,07/07/2018,108545226,1
51989963,07/07/2018,108545098,2
52025116,07/07/2018,108545565,1
51917315,07/07/2018,108545248,2
51895430,07/07/2018,108545604,1
51839735,07/07/2018,108545223,2
51373859,07/07/2018,108545207,2
52971976,07/12/2018,108560442,2
53147053,07/12/2018,108559808,1
53158488,07/12/2018,108560064,1
53092287,07/12/2018,108560455,1
53344647,07/12/2018,108560449,2
53392445,07/12/2018,108561123,2
53176450,07/12/2018,108559846,2
53531591,07/12/2018,108559656,2
53682691,07/12/2018,108559735,1
53960802,07/12/2018,108562390,1
54124635,07/12/2018,108561156,2
54300816,07/12/2018,108559743,1
54304060,07/12/2018,108559930,1
841975,07/12/2018,108561940,2
1167110,07/12/2018,108559785,2
146719,07/12/2018,108559994,1
2203300,07/12/2018,108560495,1
50646458,07/12/2018,108560160,2
50722382,07/12/2018,108559683,2
50773963,07/12/2018,108562438,1
51702393,07/12/2018,108559657,2
51123605,07/12/2018,108560408,1
51781282,07/12/2018,108559784,2
51942908,07/12/2018,108560608,1
51947072,07/12/2018,108559890,2
51874127,07/12/2018,108559958,1
51859137,07/12/2018,108560209,2
52144401,07/12/2018,108559985,1
51971738,07/12/2018,108560880,1
52859690,07/12/2018,108560111,2
52480977,07/12/2018,108562444,1
52905037,07/12/2018,108560005,1
52950661,07/12/2018,108560130,1
52956597,07/12/2018,108559793,2
53036715,07/12/2018,108559736,2
53039816,07/12/2018,108560131,1
53073885,07/12/2018,108560435,2
53615242,07/12/2018,108560321,1
54085816,07/12/2018,108559945,2
54098875,07/12/2018,108560730,1
54120183,07/12/2018,108561412,2
53899093,07/12/2018,108560107,1
54167195,07/12/2018,108561120,1
54167704,07/12/2018,108559970,1
54345219,07/12/2018,108561477,2
54287904,07/12/2018,108560151,2
709142,07/12/2018,108561705,1
586654,07/12/2018,108560218,1
594127,07/12/2018,108562435,1
1601335,07/12/2018,108559806,1
1718656,07/12/2018,108559753,2
51521827,07/12/2018,108561370,1
51015089,07/12/2018,108560039,1
51807624,07/12/2018,108560594,1
51760314,07/12/2018,108559817,2
51704694,07/12/2018,108559670,1
51705531,07/12/2018,108559660,1
52110690,07/12/2018,108559857,2
51901417,07/12/2018,108560004,1
51939956,07/12/2018,108560181,2
52544914,07/12/2018,108560331,1
52556996,07/12/2018,108561025,2
52616575,07/12/2018,108559933,2
52722715,07/12/2018,108559766,3
53029942,07/12/2018,108559726,1
52938776,07/12/2018,108559707,1
52985554,07/12/2018,108559978,2
52988479,07/12/2018,108559706,1
53053824,07/12/2018,108560178,2
53641700,07/12/2018,108559794,1
53648888,07/12/2018,108560127,2
53892872,07/12/2018,108562443,1
53290090,07/12/2018,108559879,1
54082108,07/12/2018,108561615,1
54086656,07/12/2018,108561514,2
54216312,07/12/2018,108562620,1
54164486,07/12/2018,108559877,1
54169265,07/12/2018,108559939,2
54116971,07/12/2018,108559906,2
54219552,07/12/2018,108559904,2
54724226,07/12/2018,108560975,1
54597498,07/12/2018,108560962,2
54380893,07/12/2018,108559626,1
54955478,07/12/2018,108560630,1
55049119,07/12/2018,108560348,1
54329701,07/12/2018,108559682,2
54609608,07/12/2018,108559919,2
54430184,07/12/2018,108559935,1
54452460,07/12/2018,108560042,1
54490200,07/12/2018,108562441,1
54498781,07/12/2018,108559770,2
54404780,07/12/2018,108562440,1
54783611,07/12/2018,108560079,2
54903246,07/12/2018,108559843,1
55074307,07/12/2018,108562437,1
55074309,07/12/2018,108562445,1
54878931,07/12/2018,108559702,2
54804968,07/12/2018,108560738,1
54963034,07/12/2018,108560296,1
55073906,07/12/2018,108560901,1
55074308,07/12/2018,108562439,1
54593460,07/12/2018,108559722,1
54681135,07/12/2018,108562433,1
54757543,07/12/2018,108559659,1
55074296,07/12/2018,108562391,1
55074310,07/12/2018,108562446,1
55054692,07/12/2018,108560297,3
55063599,07/12/2018,108559697,2
54972132,07/12/2018,108559895,1
54996382,07/12/2018,108559801,1
55071302,07/13/2018,108562816,1
55072689,07/13/2018,108565143,1
55075029,07/13/2018,108565148,1
55075030,07/13/2018,108565158,1
55075031,07/13/2018,108565159,1
54845284,07/13/2018,108563505,2
54938868,07/13/2018,108562828,1
55032778,07/13/2018,108563132,1
54984662,07/13/2018,108563362,1
54992484,07/13/2018,108563374,1
54678714,07/13/2018,108562736,2
54517030,07/13/2018,108562800,3
55074532,07/13/2018,108563618,2
54838145,07/13/2018,108563298,1
55015656,07/13/2018,108562883,2
55059490,07/13/2018,108563042,1
54321568,07/13/2018,108563062,2
55024584,07/13/2018,108563123,1
54724646,07/13/2018,108563513,1
54248849,07/13/2018,108563061,2
54476157,07/13/2018,108562971,2
54533887,07/13/2018,108563075,1
54560362,07/13/2018,108563497,2
54364882,07/13/2018,108563060,2
54305054,07/13/2018,108562681,2
54163096,07/13/2018,108563625,2
54128351,07/13/2018,108563072,1
54135054,07/13/2018,108562854,1
54180193,07/13/2018,108562870,2
53506263,07/13/2018,108563995,1
53565495,07/13/2018,108562847,2
53174323,07/13/2018,108563371,1
53077908,07/13/2018,108563458,1
53113536,07/13/2018,108563108,1
53129597,07/13/2018,108563402,2
52981559,07/13/2018,108562833,1
52992407,07/13/2018,108562988,2
52882154,07/13/2018,108562979,2
53048612,07/13/2018,108562956,1
52949657,07/13/2018,108562799,2
52979972,07/13/2018,108563051,1
52678411,07/13/2018,108562724,1
52821419,07/13/2018,108563083,3
52526962,07/13/2018,108562820,2
52454180,07/13/2018,108563226,2
51925967,07/13/2018,108563245,1
51932968,07/13/2018,108562726,2
51889934,07/13/2018,108562837,1
52194252,07/13/2018,108563286,1
51855491,07/13/2018,108563311,2
52089480,07/13/2018,108562667,1
52286221,07/13/2018,108563406,3
52343278,07/13/2018,108562970,2
51715789,07/13/2018,108563194,1
51809315,07/13/2018,108563121,2
51795875,07/13/2018,108562706,2
51138108,07/13/2018,108562734,2
51689870,07/13/2018,108562905,3
51691892,07/13/2018,108562819,1
50419138,07/13/2018,108565147,1
52893029,07/02/2018,108530496,3
52591451,07/02/2018,108531055,1
52521411,07/02/2018,108530533,2
52327161,07/02/2018,108530458,3
52195810,07/02/2018,108531167,1
52014562,07/02/2018,108530870,2
52173709,07/02/2018,108530681,3
52069137,07/02/2018,108530419,1
52123562,07/02/2018,108530468,2
52147778,07/02/2018,108530612,3
51941891,07/02/2018,108531044,3
51970451,07/02/2018,108530415,2
51770069,07/02/2018,108530386,3
51786740,07/02/2018,108531117,1
51741689,07/02/2018,108530684,2
51741691,07/02/2018,108530444,2
51732038,07/02/2018,108530967,3
51402050,07/02/2018,108530685,1
51290262,07/02/2018,108530983,2
50450444,07/02/2018,108531413,1
50462101,07/02/2018,108533611,1
50157651,07/02/2018,108533610,2
1186302,07/02/2018,108530863,1
1221298,07/02/2018,108531828,1
1594222,07/02/2018,108530750,2
746900,07/02/2018,108531823,1
558332,07/02/2018,108530902,1
53110333,07/02/2018,108530557,2
53113234,07/02/2018,108530423,4
53121674,07/02/2018,108530723,2
53191307,07/02/2018,108531103,2
192496,07/02/2018,108530478,1
265655,07/02/2018,108531049,1
374914,07/02/2018,108530527,1
413586,07/02/2018,108531714,2
52981445,07/02/2018,108530462,1
52986886,07/02/2018,108530549,2
53025760,07/02/2018,108530796,2
53037444,07/02/2018,108531509,3
53046257,07/02/2018,108531567,1
53099862,07/02/2018,108531161,2
53101343,07/02/2018,108531166,1
52900457,07/02/2018,108530697,2
52900941,07/02/2018,108530397,1
52904853,07/02/2018,108530546,3
52932411,07/02/2018,108531636,3
52937470,07/02/2018,108530776,2
52948680,07/02/2018,108531360,3
52953128,07/02/2018,108530795,3
52956990,07/02/2018,108530980,1
52975229,07/02/2018,108530383,2
52976615,07/02/2018,108530679,3
52706452,07/02/2018,108532048,3
52879033,07/02/2018,108531766,3
52736277,07/02/2018,108530502,5
52739006,07/02/2018,108530396,3
52130990,07/02/2018,108530370,1
51985242,07/02/2018,108530583,1
52167367,07/02/2018,108531265,2
51997099,07/02/2018,108530469,2
52024248,07/02/2018,108530799,1
51898436,07/02/2018,108530640,3
51884423,07/02/2018,108530399,2
51869349,07/02/2018,108530417,3
51870805,07/02/2018,108530765,4
51831747,07/02/2018,108530526,3
51806368,07/02/2018,108530626,3
51820038,07/02/2018,108530772,2
51732550,07/02/2018,108531073,2
51773092,07/02/2018,108530734,2
50628024,07/02/2018,108531770,2
50360956,07/02/2018,108530746,3
50923534,07/02/2018,108530487,2
2113688,07/02/2018,108531276,3
486158,07/02/2018,108530561,1
53079304,07/02/2018,108530644,1
53078416,07/02/2018,108530829,3
53103654,07/02/2018,108531722,2
53028715,07/02/2018,108530634,3
53032342,07/02/2018,108530413,1
53034428,07/02/2018,108530500,2
52975386,07/02/2018,108530420,3
52981201,07/02/2018,108530465,2
52953727,07/02/2018,108530403,3
52958202,07/02/2018,108530815,2
52966027,07/02/2018,108530966,2
52944618,07/02/2018,108531388,3
52899709,07/02/2018,108530440,2
52904556,07/02/2018,108532013,3
52932617,07/02/2018,108530454,4
52873921,07/02/2018,108530645,1
52873939,07/02/2018,108530459,3
52721605,07/02/2018,108531067,3
52581723,07/02/2018,108533274,1
52514254,07/02/2018,108530619,3
52265690,07/02/2018,108531156,3
52348064,07/02/2018,108530506,3
52355736,07/02/2018,108531827,1
52167989,07/02/2018,108530615,2
52182109,07/02/2018,108530859,3
52187827,07/02/2018,108530990,1
52077323,07/02/2018,108530773,1
51977450,07/02/2018,108530979,1
51880802,07/02/2018,108530699,2
51885314,07/02/2018,108530409,3
51913557,07/02/2018,108530642,3
51869036,07/02/2018,108530442,2
51810173,07/02/2018,108530846,2
51814254,07/02/2018,108531047,1
51836681,07/02/2018,108530654,1
51785305,07/02/2018,108530595,3
